title,authors,pdf
MCNet: Rethinking the Core Ingredients for Accurate and Efficient Homography Estimation,"{Zhu, Haokai; Cao, Si-Yuan; Hu, Jianxin; Zuo, Sitong; Yu, Beinan; Ying, Jiacheng; Li, Junwei; Shen, Hui-Liang}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhu_MCNet_Rethinking_the_Core_Ingredients_for_Accurate_and_Efficient_Homography_CVPR_2024_paper.pdf
ECLIPSE: Efficient Continual Learning in Panoptic Segmentation with Visual Prompt Tuning,"{Kim, Beomyoung; Yu, Joonsang; Hwang, Sung Ju}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kim_ECLIPSE_Efficient_Continual_CVPR_2024_supplemental.pdf
Boosting Continual Learning of Vision-Language Models via Mixture-of-Experts Adapters,"{Yu, Jiazuo; Zhuge, Yunzhi; Zhang, Lu; Hu, Ping; Wang, Dong; Lu, Huchuan; He, You}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yu_Boosting_Continual_Learning_CVPR_2024_supplemental.pdf
MaGGIe: Masked Guided Gradual Human Instance Matting,"{Huynh, Chuong; Oh, Seoung Wug; Shrivastava, Abhinav; Lee, Joon-Young}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Huynh_MaGGIe_Masked_Guided_CVPR_2024_supplemental.pdf
FlowDiffuser: Advancing Optical Flow Estimation with Diffusion Models,"{Luo, Ao; Li, Xin; Yang, Fan; Liu, Jiangyu; Fan, Haoqiang; Liu, Shuaicheng}",https://openaccess.thecvf.com/content/CVPR2024/papers/Luo_FlowDiffuser_Advancing_Optical_Flow_Estimation_with_Diffusion_Models_CVPR_2024_paper.pdf
Benchmarking Implicit Neural Representation and Geometric Rendering in Real-Time RGB-D SLAM,"{Hua, Tongyan; Wang, Lin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hua_Benchmarking_Implicit_Neural_CVPR_2024_supplemental.pdf
Free3D: Consistent Novel View Synthesis without 3D Representation,"{Zheng, Chuanxia; Vedaldi, Andrea}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zheng_Free3D_Consistent_Novel_CVPR_2024_supplemental.pdf
SuperSVG: Superpixel-based Scalable Vector Graphics Synthesis,"{Hu, Teng; Yi, Ran; Qian, Baihong; Zhang, Jiangning; Rosin, Paul L.; Lai, Yu-Kun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hu_SuperSVG_Superpixel-based_Scalable_CVPR_2024_supplemental.pdf
AV2AV: Direct Audio-Visual Speech to Audio-Visual Speech Translation with Unified Audio-Visual Speech Representation,"{Choi, Jeongsoo; Park, Se Jin; Kim, Minsu; Ro, Yong Man}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Choi_AV2AV_Direct_Audio-Visual_CVPR_2024_supplemental.pdf
Towards the Uncharted: Density-Descending Feature Perturbation for Semi-supervised Semantic Segmentation,"{Wang, Xiaoyang; Bai, Huihui; Yu, Limin; Zhao, Yao; Xiao, Jimin}",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Towards_the_Uncharted_Density-Descending_Feature_Perturbation_for_Semi-supervised_Semantic_Segmentation_CVPR_2024_paper.pdf
WALT3D: Generating Realistic Training Data from Time-Lapse Imagery for Reconstructing Dynamic Objects Under Occlusion,"{Vuong, Khiem; Reddy, N Dinesh; Tamburo, Robert; Narasimhan, Srinivasa G.}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Vuong_WALT3D_Generating_Realistic_CVPR_2024_supplemental.pdf
RTMO: Towards High-Performance One-Stage Real-Time Multi-Person Pose Estimation,"{Lu, Peng; Jiang, Tao; Li, Yining; Li, Xiangtai; Chen, Kai; Yang, Wenming}",https://openaccess.thecvf.com/content/CVPR2024/papers/Lu_RTMO_Towards_High-Performance_One-Stage_Real-Time_Multi-Person_Pose_Estimation_CVPR_2024_paper.pdf
Contrastive Mean-Shift Learning for Generalized Category Discovery,"{Choi, Sua; Kang, Dahyun; Cho, Minsu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Choi_Contrastive_Mean-Shift_Learning_CVPR_2024_supplemental.pdf
Towards Language-Driven Video Inpainting via Multimodal Large Language Models,"{Wu, Jianzong; Li, Xiangtai; Si, Chenyang; Zhou, Shangchen; Yang, Jingkang; Zhang, Jiangning; Li, Yining; Chen, Kai; Tong, Yunhai; Liu, Ziwei; Loy, Chen Change}",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Towards_Language-Driven_Video_Inpainting_via_Multimodal_Large_Language_Models_CVPR_2024_paper.pdf
WaveFace: Authentic Face Restoration with Efficient Frequency Recovery,"{Miao, Yunqi; Deng, Jiankang; Han, Jungong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Miao_WaveFace_Authentic_Face_CVPR_2024_supplemental.pdf
CLIP-KD: An Empirical Study of CLIP Model Distillation,"{Yang, Chuanguang; An, Zhulin; Huang, Libo; Bi, Junyu; Yu, Xinqiang; Yang, Han; Diao, Boyu; Xu, Yongjun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_CLIP-KD_An_Empirical_CVPR_2024_supplemental.pdf
UltrAvatar: A Realistic Animatable 3D Avatar Diffusion Model with Authenticity Guided Textures,"{Zhou, Mingyuan; Hyder, Rakib; Xuan, Ziwei; Qi, Guojun}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_UltrAvatar_A_Realistic_Animatable_3D_Avatar_Diffusion_Model_with_Authenticity_CVPR_2024_paper.pdf
OneTracker: Unifying Visual Object Tracking with Foundation Models and Efficient Tuning,"{Hong, Lingyi; Yan, Shilin; Zhang, Renrui; Li, Wanyun; Zhou, Xinyu; Guo, Pinxue; Jiang, Kaixun; Chen, Yiting; Li, Jinglun; Chen, Zhaoyu; Zhang, Wenqiang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hong_OneTracker_Unifying_Visual_CVPR_2024_supplemental.pdf
SC-Tune: Unleashing Self-Consistent Referential Comprehension in Large Vision Language Models,"{Yue, Tongtian; Cheng, Jie; Guo, Longteng; Dai, Xingyuan; Zhao, Zijia; He, Xingjian; Xiong, Gang; Lv, Yisheng; Liu, Jing}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yue_SC-Tune_Unleashing_Self-Consistent_CVPR_2024_supplemental.pdf
Improving Depth Completion via Depth Feature Upsampling,"{Wang, Yufei; Zhang, Ge; Wang, Shaoqian; Li, Bo; Liu, Qi; Hui, Le; Dai, Yuchao}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Improving_Depth_Completion_CVPR_2024_supplemental.pdf
NeRSP: Neural 3D Reconstruction for Reflective Objects with Sparse Polarized Images,"{Han, Yufei; Guo, Heng; Fukai, Koki; Santo, Hiroaki; Shi, Boxin; Okura, Fumio; Ma, Zhanyu; Jia, Yunpeng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Han_NeRSP_Neural_3D_CVPR_2024_supplemental.pdf
Retrieval-Augmented Embodied Agents,"{Zhu, Yichen; Ou, Zhicai; Mou, Xiaofeng; Tang, Jian}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhu_Retrieval-Augmented_Embodied_Agents_CVPR_2024_supplemental.pdf
SAFDNet: A Simple and Effective Network for Fully Sparse 3D Object Detection,"{Zhang, Gang; Chen, Junnan; Gao, Guohuan; Li, Jianmin; Liu, Si; Hu, Xiaolin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_SAFDNet_A_Simple_CVPR_2024_supplemental.pdf
Attention-Propagation Network for Egocentric Heatmap to 3D Pose Lifting,"{Kang, Taeho; Lee, Youngki}",https://openaccess.thecvf.com/content/CVPR2024/papers/Kang_Attention-Propagation_Network_for_Egocentric_Heatmap_to_3D_Pose_Lifting_CVPR_2024_paper.pdf
OmniMotionGPT: Animal Motion Generation with Limited Data,"{Yang, Zhangsihao; Zhou, Mingyuan; Shan, Mengyi; Wen, Bingbing; Xuan, Ziwei; Hill, Mitch; Bai, Junjie; Qi, Guo-Jun; Wang, Yalin}",https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_OmniMotionGPT_Animal_Motion_Generation_with_Limited_Data_CVPR_2024_paper.pdf
SNI-SLAM: Semantic Neural Implicit SLAM,"{Zhu, Siting; Wang, Guangming; Blum, Hermann; Liu, Jiuming; Song, Liang; Pollefeys, Marc; Wang, Hesheng}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhu_SNI-SLAM_Semantic_Neural_Implicit_SLAM_CVPR_2024_paper.pdf
InstanceDiffusion: Instance-level Control for Image Generation,"{Wang, Xudong; Darrell, Trevor; Rambhatla, Sai Saketh; Girdhar, Rohit; Misra, Ishan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_InstanceDiffusion_Instance-level_Control_CVPR_2024_supplemental.pdf
Unifying Top-down and Bottom-up Scanpath Prediction Using Transformers,"{Yang, Zhibo; Mondal, Sounak; Ahn, Seoyoung; Xue, Ruoyu; Zelinsky, Gregory; Hoai, Minh; Samaras, Dimitris}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Unifying_Top-down_and_CVPR_2024_supplemental.pdf
HINTED: Hard Instance Enhanced Detector with Mixed-Density Feature Fusion for Sparsely-Supervised 3D Object Detection,"{Xia, Qiming; Ye, Wei; Wu, Hai; Zhao, Shijia; Xing, Leyuan; Huang, Xun; Deng, Jinhao; Li, Xin; Wen, Chenglu; Wang, Cheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xia_HINTED_Hard_Instance_CVPR_2024_supplemental.pdf
Structured Gradient-based Interpretations via Norm-Regularized Adversarial Training,"{Gong, Shizhan; Dou, Qi; Farnia, Farzan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Gong_Structured_Gradient-based_Interpretations_CVPR_2024_supplemental.pdf
Building a Strong Pre-Training Baseline for Universal 3D Large-Scale Perception,"{Chen, Haoming; Zhang, Zhizhong; Qu, Yanyun; Zhang, Ruixin; Tan, Xin; Xie, Yuan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Building_a_Strong_CVPR_2024_supplemental.pdf
DS-NeRV: Implicit Neural Video Representation with Decomposed Static and Dynamic Codes,"{Yan, Hao; Ke, Zhihui; Zhou, Xiaobo; Qiu, Tie; Shi, Xidong; Jiang, Dadong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yan_DS-NeRV_Implicit_Neural_CVPR_2024_supplemental.pdf
3D-Aware Face Editing via Warping-Guided Latent Direction Learning,"{Cheng, Yuhao; Chen, Zhuo; Ren, Xingyu; Zhu, Wenhan; Xu, Zhengqin; Xu, Di; Yang, Changpeng; Yan, Yichao}",https://openaccess.thecvf.com/content/CVPR2024/papers/Cheng_3D-Aware_Face_Editing_via_Warping-Guided_Latent_Direction_Learning_CVPR_2024_paper.pdf
3DFIRES: Few Image 3D REconstruction for Scenes with Hidden Surfaces,"{Jin, Linyi; Kulkarni, Nilesh; Fouhey, David F.}",https://openaccess.thecvf.com/content/CVPR2024/papers/Jin_3DFIRES_Few_Image_3D_REconstruction_for_Scenes_with_Hidden_Surfaces_CVPR_2024_paper.pdf
CAT-Seg: Cost Aggregation for Open-Vocabulary Semantic Segmentation,"{Cho, Seokju; Shin, Heeseong; Hong, Sunghwan; Arnab, Anurag; Seo, Paul Hongsuck; Kim, Seungryong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Cho_CAT-Seg_Cost_Aggregation_CVPR_2024_supplemental.pdf
Focus on Your Instruction: Fine-grained and Multi-instruction Image Editing by Attention Modulation,"{Guo, Qin; Lin, Tianwei}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Guo_Focus_on_Your_CVPR_2024_supplemental.pdf
SDSTrack: Self-Distillation Symmetric Adapter Learning for Multi-Modal Visual Object Tracking,"{Hou, Xiaojun; Xing, Jiazheng; Qian, Yijie; Guo, Yaowei; Xin, Shuo; Chen, Junhao; Tang, Kai; Wang, Mengmeng; Jiang, Zhengkai; Liu, Liang; Liu, Yong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hou_SDSTrack_Self-Distillation_Symmetric_CVPR_2024_supplemental.pdf
MCPNet: An Interpretable Classifier via Multi-Level Concept Prototypes,"{Wang, Bor-Shiun; Wang, Chien-Yi; Chiu, Wei-Chen}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_MCPNet_An_Interpretable_CVPR_2024_supplemental.pdf
Semantic Shield: Defending Vision-Language Models Against Backdooring and Poisoning via Fine-grained Knowledge Alignment,"{Ishmam, Alvi Md; Thomas, Christopher}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ishmam_Semantic_Shield_Defending_CVPR_2024_supplemental.pdf
AvatarGPT: All-in-One Framework for Motion Understanding Planning Generation and Beyond,"{Zhou, Zixiang; Wan, Yu; Wang, Baoyuan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhou_AvatarGPT_All-in-One_Framework_CVPR_2024_supplemental.pdf
Rethinking the Up-Sampling Operations in CNN-based Generative Network for Generalizable Deepfake Detection,"{Tan, Chuangchuang; Zhao, Yao; Wei, Shikui; Gu, Guanghua; Liu, Ping; Wei, Yunchao}",https://openaccess.thecvf.com/content/CVPR2024/papers/Tan_Rethinking_the_Up-Sampling_Operations_in_CNN-based_Generative_Network_for_Generalizable_CVPR_2024_paper.pdf
Co-Speech Gesture Video Generation via Motion-Decoupled Diffusion Model,"{He, Xu; Huang, Qiaochu; Zhang, Zhensong; Lin, Zhiwei; Wu, Zhiyong; Yang, Sicheng; Li, Minglei; Chen, Zhiyi; Xu, Songcen; Wu, Xiaofei}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/He_Co-Speech_Gesture_Video_CVPR_2024_supplemental.pdf
CDFormer: When Degradation Prediction Embraces Diffusion Model for Blind Image Super-Resolution,"{Liu, Qingguo; Zhuang, Chenyi; Gao, Pan; Qin, Jie}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_CDFormer_When_Degradation_CVPR_2024_supplemental.pdf
HumanRef: Single Image to 3D Human Generation via Reference-Guided Diffusion,"{Zhang, Jingbo; Li, Xiaoyu; Zhang, Qi; Cao, Yanpei; Shan, Ying; Liao, Jing}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_HumanRef_Single_Image_CVPR_2024_supplemental.pdf
GlitchBench: Can Large Multimodal Models Detect Video Game Glitches?,"{Taesiri, Mohammad Reza; Feng, Tianjun; Bezemer, Cor-Paul; Nguyen, Anh}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Taesiri_GlitchBench_Can_Large_CVPR_2024_supplemental.pdf
Rethinking Interactive Image Segmentation with Low Latency High Quality and Diverse Prompts,"{Liu, Qin; Cho, Jaemin; Bansal, Mohit; Niethammer, Marc}",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Rethinking_Interactive_Image_Segmentation_with_Low_Latency_High_Quality_and_CVPR_2024_paper.pdf
ALGM: Adaptive Local-then-Global Token Merging for Efficient Semantic Segmentation with Plain Vision Transformers,"{Norouzi, Narges; Orlova, Svetlana; de Geus, Daan; Dubbelman, Gijs}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Norouzi_ALGM_Adaptive_Local-then-Global_CVPR_2024_supplemental.pdf
DITTO: Dual and Integrated Latent Topologies for Implicit 3D Reconstruction,"{Shim, Jaehyeok; Joo, Kyungdon}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shim_DITTO_Dual_and_CVPR_2024_supplemental.pdf
Single-Model and Any-Modality for Video Object Tracking,"{Wu, Zongwei; Zheng, Jilai; Ren, Xiangxuan; Vasluianu, Florin-Alexandru; Ma, Chao; Paudel, Danda Pani; Van Gool, Luc; Timofte, Radu}",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Single-Model_and_Any-Modality_for_Video_Object_Tracking_CVPR_2024_paper.pdf
FlowTrack: Revisiting Optical Flow for Long-Range Dense Tracking,"{Cho, Seokju; Huang, Jiahui; Kim, Seungryong; Lee, Joon-Young}",https://openaccess.thecvf.com/content/CVPR2024/papers/Cho_FlowTrack_Revisiting_Optical_Flow_for_Long-Range_Dense_Tracking_CVPR_2024_paper.pdf
HIT: Estimating Internal Human Implicit Tissues from the Body Surface,"{Keller, Marilyn; Arora, Vaibhav; Dakri, Abdelmouttaleb; Chandhok, Shivam; Machann, J\""urgen; Fritsche, Andreas; Black, Michael J.; Pujades, Sergi}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Keller_HIT_Estimating_Internal_CVPR_2024_supplemental.pdf
DanceCamera3D: 3D Camera Movement Synthesis with Music and Dance,"{Wang, Zixuan; Jia, Jia; Sun, Shikun; Wu, Haozhe; Han, Rong; Li, Zhenyu; Tang, Di; Zhou, Jiaqing; Luo, Jiebo}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_DanceCamera3D_3D_Camera_CVPR_2024_supplemental.pdf
Synthesize Diagnose and Optimize: Towards Fine-Grained Vision-Language Understanding,"{Peng, Wujian; Xie, Sicheng; You, Zuyao; Lan, Shiyi; Wu, Zuxuan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Peng_Synthesize_Diagnose_and_CVPR_2024_supplemental.pdf
Density-guided Translator Boosts Synthetic-to-Real Unsupervised Domain Adaptive Segmentation of 3D Point Clouds,"{Yuan, Zhimin; Zeng, Wankang; Su, Yanfei; Liu, Weiquan; Cheng, Ming; Guo, Yulan; Wang, Cheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yuan_Density-guided_Translator_Boosts_CVPR_2024_supplemental.pdf
Cross Initialization for Face Personalization of Text-to-Image Models,"{Pang, Lianyu; Yin, Jian; Xie, Haoran; Wang, Qiping; Li, Qing; Mao, Xudong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Pang_Cross_Initialization_for_CVPR_2024_supplemental.pdf
LEDITS++: Limitless Image Editing using Text-to-Image Models,"{Brack, Manuel; Friedrich, Felix; Kornmeier, Katharia; Tsaban, Linoy; Schramowski, Patrick; Kersting, Kristian; Passos, Apolinario}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Brack_LEDITS_Limitless_Image_CVPR_2024_supplemental.pdf
Video Interpolation with Diffusion Models,"{Jain, Siddhant; Watson, Daniel; Tabellion, Eric; Ho?ynski, Aleksander; Poole, Ben; Kontkanen, Janne}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Jain_Video_Interpolation_with_CVPR_2024_supplemental.pdf
WildlifeMapper: Aerial Image Analysis for Multi-Species Detection and Identification,"{Kumar, Satish; Zhang, Bowen; Gudavalli, Chandrakanth; Levenson, Connor; Hughey, Lacey; Stabach, Jared A.; Amoke, Irene; Ojwang, Gordon; Mukeka, Joseph; Mwiu, Stephen; Ogutu, Joseph; Frederick, Howard; Manjunath, B.S.}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kumar_WildlifeMapper_Aerial_Image_CVPR_2024_supplemental.pdf
Learning Adaptive Spatial Coherent Correlations for Speech-Preserving Facial Expression Manipulation,"{Chen, Tianshui; Lin, Jianman; Yang, Zhijing; Qing, Chunmei; Lin, Liang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Learning_Adaptive_Spatial_CVPR_2024_supplemental.pdf
Tune-An-Ellipse: CLIP Has Potential to Find What You Want,"{Xie, Jinheng; Deng, Songhe; Li, Bing; Liu, Haozhe; Huang, Yawen; Zheng, Yefeng; Schmidhuber, Jurgen; Ghanem, Bernard; Shen, Linlin; Shou, Mike Zheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xie_Tune-An-Ellipse_CLIP_Has_CVPR_2024_supplemental.pdf
Neural Spline Fields for Burst Image Fusion and Layer Separation,"{Chugunov, Ilya; Shustin, David; Yan, Ruyu; Lei, Chenyang; Heide, Felix}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chugunov_Neural_Spline_Fields_CVPR_2024_supplemental.pdf
WHAM: Reconstructing World-grounded Humans with Accurate 3D Motion,"{Shin, Soyong; Kim, Juyong; Halilaj, Eni; Black, Michael J.}",https://openaccess.thecvf.com/content/CVPR2024/papers/Shin_WHAM_Reconstructing_World-grounded_Humans_with_Accurate_3D_Motion_CVPR_2024_paper.pdf
NAPGuard: Towards Detecting Naturalistic Adversarial Patches,"{Wu, Siyang; Wang, Jiakai; Zhao, Jiejie; Wang, Yazhe; Liu, Xianglong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wu_NAPGuard_Towards_Detecting_CVPR_2024_supplemental.pdf
DiffPerformer: Iterative Learning of Consistent Latent Guidance for Diffusion-based Human Video Generation,"{Wang, Chenyang; Zheng, Zerong; Yu, Tao; Lv, Xiaoqian; Zhong, Bineng; Zhang, Shengping; Nie, Liqiang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_DiffPerformer_Iterative_Learning_CVPR_2024_supplemental.pdf
Unified Language-driven Zero-shot Domain Adaptation,"{Yang, Senqiao; Tian, Zhuotao; Jiang, Li; Jia, Jiaya}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Unified_Language-driven_Zero-shot_CVPR_2024_supplemental.pdf
Category-Level Multi-Part Multi-Joint 3D Shape Assembly,"{Li, Yichen; Mo, Kaichun; Duan, Yueqi; Wang, He; Zhang, Jiequan; Shao, Lin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Category-Level_Multi-Part_Multi-Joint_CVPR_2024_supplemental.pdf
Equivariant Multi-Modality Image Fusion,"{Zhao, Zixiang; Bai, Haowen; Zhang, Jiangshe; Zhang, Yulun; Zhang, Kai; Xu, Shuang; Chen, Dongdong; Timofte, Radu; Van Gool, Luc}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhao_Equivariant_Multi-Modality_Image_CVPR_2024_supplemental.pdf
NeLF-Pro: Neural Light Field Probes for Multi-Scale Novel View Synthesis,"{You, Zinuo; Geiger, Andreas; Chen, Anpei}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/You_NeLF-Pro_Neural_Light_CVPR_2024_supplemental.pdf
One-Shot Open Affordance Learning with Foundation Models,"{Li, Gen; Sun, Deqing; Sevilla-Lara, Laura; Jampani, Varun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_One-Shot_Open_Affordance_CVPR_2024_supplemental.pdf
Don't Look into the Dark: Latent Codes for Pluralistic Image Inpainting,"{Chen, Haiwei; Zhao, Yajie}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Dont_Look_into_CVPR_2024_supplemental.pdf
Incremental Nuclei Segmentation from Histopathological Images via Future-class Awareness and Compatibility-inspired Distillation,"{Wang, Huyong; Wu, Huisi; Qin, Jing}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Incremental_Nuclei_Segmentation_CVPR_2024_supplemental.pdf
DiffEditor: Boosting Accuracy and Flexibility on Diffusion-based Image Editing,"{Mou, Chong; Wang, Xintao; Song, Jiechong; Shan, Ying; Zhang, Jian}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Mou_DiffEditor_Boosting_Accuracy_CVPR_2024_supplemental.pdf
Solving Masked Jigsaw Puzzles with Diffusion Vision Transformers,"{Liu, Jinyang; Teshome, Wondmgezahu; Ghimire, Sandesh; Sznaier, Mario; Camps, Octavia}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_Solving_Masked_Jigsaw_CVPR_2024_supplemental.pdf
InstructVideo: Instructing Video Diffusion Models with Human Feedback,"{Yuan, Hangjie; Zhang, Shiwei; Wang, Xiang; Wei, Yujie; Feng, Tao; Pan, Yining; Zhang, Yingya; Liu, Ziwei; Albanie, Samuel; Ni, Dong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yuan_InstructVideo_Instructing_Video_CVPR_2024_supplemental.pdf
Fully Exploiting Every Real Sample: SuperPixel Sample Gradient Model Stealing,"{Zhao, Yunlong; Deng, Xiaoheng; Liu, Yijing; Pei, Xinjun; Xia, Jiazhi; Chen, Wei}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhao_Fully_Exploiting_Every_CVPR_2024_supplemental.pdf
Progressive Divide-and-Conquer via Subsampling Decomposition for Accelerated MRI,"{Wang, Chong; Guo, Lanqing; Wang, Yufei; Cheng, Hao; Yu, Yi; Wen, Bihan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Progressive_Divide-and-Conquer_via_CVPR_2024_supplemental.pdf
DiffMOT: A Real-time Diffusion-based Multiple Object Tracker with Non-linear Prediction,"{Lv, Weiyi; Huang, Yuhang; Zhang, Ning; Lin, Ruei-Sung; Han, Mei; Zeng, Dan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lv_DiffMOT_A_Real-time_CVPR_2024_supplemental.pdf
MV-Adapter: Multimodal Video Transfer Learning for Video Text Retrieval,"{Jin, Xiaojie; Zhang, Bowen; Gong, Weibo; Xu, Kai; Deng, Xueqing; Wang, Peng; Zhang, Zhao; Shen, Xiaohui; Feng, Jiashi}",https://openaccess.thecvf.com/content/CVPR2024/papers/Jin_MV-Adapter_Multimodal_Video_Transfer_Learning_for_Video_Text_Retrieval_CVPR_2024_paper.pdf
Rethinking Multi-view Representation Learning via Distilled Disentangling,"{Ke, Guanzhou; Wang, Bo; Wang, Xiaoli; He, Shengfeng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ke_Rethinking_Multi-view_Representation_CVPR_2024_supplemental.pdf
Just Add ?! Pose Induced Video Transformers for Understanding Activities of Daily Living,"{Reilly, Dominick; Das, Srijan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Reilly_Just_Add__CVPR_2024_supplemental.pdf
ViLa-MIL: Dual-scale Vision-Language Multiple Instance Learning for Whole Slide Image Classification,"{Shi, Jiangbo; Li, Chen; Gong, Tieliang; Zheng, Yefeng; Fu, Huazhu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shi_ViLa-MIL_Dual-scale_Vision-Language_CVPR_2024_supplemental.pdf
Targeted Representation Alignment for Open-World Semi-Supervised Learning,"{Xiao, Ruixuan; Feng, Lei; Tang, Kai; Zhao, Junbo; Li, Yixuan; Chen, Gang; Wang, Haobo}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xiao_Targeted_Representation_Alignment_CVPR_2024_supplemental.pdf
Efficient Solution of Point-Line Absolute Pose,"{Hruby, Petr; Duff, Timothy; Pollefeys, Marc}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hruby_Efficient_Solution_of_CVPR_2024_supplemental.pdf
Text-to-3D using Gaussian Splatting,"{Chen, Zilong; Wang, Feng; Wang, Yikai; Liu, Huaping}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Text-to-3D_using_Gaussian_CVPR_2024_supplemental.pdf
CapsFusion: Rethinking Image-Text Data at Scale,"{Yu, Qiying; Sun, Quan; Zhang, Xiaosong; Cui, Yufeng; Zhang, Fan; Cao, Yue; Wang, Xinlong; Liu, Jingjing}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yu_CapsFusion_Rethinking_Image-Text_CVPR_2024_supplemental.pdf
On the Content Bias in Frechet Video Distance,"{Ge, Songwei; Mahapatra, Aniruddha; Parmar, Gaurav; Zhu, Jun-Yan; Huang, Jia-Bin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ge_On_the_Content_CVPR_2024_supplemental.pdf
Tumor Micro-environment Interactions Guided Graph Learning for Survival Analysis of Human Cancers from Whole-slide Pathological Images,"{Shao, Wei; Shi, YangYang; Zhang, Daoqiang; Zhou, JunJie; Wan, Peng}",https://openaccess.thecvf.com/content/CVPR2024/papers/Shao_Tumor_Micro-environment_Interactions_Guided_Graph_Learning_for_Survival_Analysis_of_CVPR_2024_paper.pdf
